Question
Calculate the Gastrointestinal absorption of the smiles: C(C(=O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C=C1)C=CC=O ?
Calculate the Gastrointestinal absorption of the smiles: C(C(C(C(C(C(=O)O)O)O)O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C=CC(=O)OCCO ?
Calculate the Gastrointestinal absorption of the smiles: C(COCCOCCO)O ?
Calculate the Gastrointestinal absorption of the smiles: CCC=CCCO ?
Calculate the Gastrointestinal absorption of the smiles: C1CCC(=O)CC1 ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O ?
Calculate the Gastrointestinal absorption of the smiles: CC1=C(C=C(C=C1)N)N ?
Calculate the Gastrointestinal absorption of the smiles: C(C(=CC(=O)O)C(=O)O)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CCOCN1C(=C(C(=C1C(F)(F)F)Br)C#N)C2=CC=C(C=C2)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1N)[As](=O)(O)O ?
Calculate the Gastrointestinal absorption of the smiles: CC(C)CC(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C(=C1)NC2=NC(=NC(=N2)Cl)Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: CC(=O)OCC1=CC=CC=C1 ?
Calculate the Gastrointestinal absorption of the smiles: CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=CC=C3.[Cl-] ?
Calculate the Gastrointestinal absorption of the smiles: C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C2C(=C1)C=CN2 ?
Calculate the Gastrointestinal absorption of the smiles: C[As](=O)(C)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1CC(C(=O)O)N)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C=C1)C#N ?
Calculate the Gastrointestinal absorption of the smiles: CC1=C(C(CC(C1=O)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)C(CC2(C)C)O)C)C)C ?
Calculate the Gastrointestinal absorption of the smiles: C1CO1 ?
Calculate the Gastrointestinal absorption of the smiles: CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=C(C=C1C=O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C(C(=CC(=O)O)C(=O)O)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O ?
Calculate the Gastrointestinal absorption of the smiles: CCC(=O)C ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCC(C)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1[N+](=O)[O-])Cl ?
Calculate the Gastrointestinal absorption of the smiles: CC1=CC(=C(C=C1)C(C)C)O ?
Calculate the Gastrointestinal absorption of the smiles: C1CC1NC2=NC(=NC(=N2)N)N ?
Calculate the Gastrointestinal absorption of the smiles: CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1C(=O)O)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CC(C)CC(=O)C ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N ?
Calculate the Gastrointestinal absorption of the smiles: C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-] ?
Calculate the Gastrointestinal absorption of the smiles: C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2] ?
Calculate the Gastrointestinal absorption of the smiles: CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C ?
Calculate the Gastrointestinal absorption of the smiles: C=CC=C ?
Calculate the Gastrointestinal absorption of the smiles: C[N+](C)(C)CCO.[Cl-] ?
Calculate the Gastrointestinal absorption of the smiles: CNCC(C1=CC(=C(C=C1)O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: CNC ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCC(=O)C ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2 ?
Calculate the Gastrointestinal absorption of the smiles: C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C=C1)C(=O)C2=CC=CC=C2 ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCCCC(=O)C ?
Calculate the Gastrointestinal absorption of the smiles: C1C(OC(S1)CO)N2C=CC(=NC2=O)N ?
Calculate the Gastrointestinal absorption of the smiles: C1C=CC2=CC=CC=C21 ?
Calculate the Gastrointestinal absorption of the smiles: C=CN1CCCC1=O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C=C1)CC(C(=O)O)N ?
Calculate the Gastrointestinal absorption of the smiles: C(CC(C(=O)O)N)CN=C(N)N ?
Calculate the Gastrointestinal absorption of the smiles: CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C ?
Calculate the Gastrointestinal absorption of the smiles: CC(C(=O)O)N ?
Calculate the Gastrointestinal absorption of the smiles: CC(C(=O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1 ?
Calculate the Gastrointestinal absorption of the smiles: CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C ?
Calculate the Gastrointestinal absorption of the smiles: C(=O)(C(=O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=C(C=C(C(=C1Br)O)Br)C#N ?
Calculate the Gastrointestinal absorption of the smiles: CCOC(=O)C ?
Calculate the Gastrointestinal absorption of the smiles: C1CC1 ?
Calculate the Gastrointestinal absorption of the smiles: C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N ?
Calculate the Gastrointestinal absorption of the smiles: C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O ?
Calculate the Gastrointestinal absorption of the smiles: CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CC(CC1=CC=CC=C1)N ?
Calculate the Gastrointestinal absorption of the smiles: CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N ?
Calculate the Gastrointestinal absorption of the smiles: CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C ?
Calculate the Gastrointestinal absorption of the smiles: CCC(=O)NC1=CC(=C(C=C1)Cl)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1(=NC(=NC(=N1)N)N)N ?
Calculate the Gastrointestinal absorption of the smiles: CC(C(C1=CC=CC=C1)O)NC ?
Calculate the Gastrointestinal absorption of the smiles: CC(=O)[O-].CC(=O)[O-].[Zn+2] ?
Calculate the Gastrointestinal absorption of the smiles: CCCO ?
Calculate the Gastrointestinal absorption of the smiles: CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2] ?
Calculate the Gastrointestinal absorption of the smiles: CC1(C2CCC(=C)C1C2)C ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCCC=CCCCCCCCCCCCC(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: CC=C ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCCCCCCCC(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C(=O)(C(Cl)(Cl)Cl)O ?
Calculate the Gastrointestinal absorption of the smiles: CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C ?
Calculate the Gastrointestinal absorption of the smiles: CC(=CCCC(C)(C=C)OC(=O)C)C ?
Calculate the Gastrointestinal absorption of the smiles: CC(C)NC1=NC(=NC(=N1)N)Cl ?
Calculate the Gastrointestinal absorption of the smiles: C1=COC=C1 ?
Calculate the Gastrointestinal absorption of the smiles: C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O ?
Calculate the Gastrointestinal absorption of the smiles: CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2 ?
Calculate the Gastrointestinal absorption of the smiles: C1(=O)NC(=O)NC(=O)N1 ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+] ?
Calculate the Gastrointestinal absorption of the smiles: C1=CC(=CC=C1N)S(=O)(=O)N ?
Calculate the Gastrointestinal absorption of the smiles: CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N ?
Calculate the Gastrointestinal absorption of the smiles: CCCCC=C ?
Calculate the Gastrointestinal absorption of the smiles: CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C ?
Calculate the Gastrointestinal absorption of the smiles: CC(=O)C1=CC=CC=C1 ?
Calculate the Gastrointestinal absorption of the smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N ?
Calculate the Gastrointestinal absorption of the smiles: C1C2=CC=CC=C2C3=CC=CC=C31 ?
Calculate the Gastrointestinal absorption of the smiles: CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C ?
Calculate the Gastrointestinal absorption of the smiles: CNC(=O)CSP(=S)(OC)OC ?
Calculate the Gastrointestinal absorption of the smiles: CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2 ?
Calculate the Gastrointestinal absorption of the smiles: C(CO)CO ?
Calculate the Gastrointestinal absorption of the smiles: CCCCCCCC(=O)O ?
Calculate the Gastrointestinal absorption of the smiles: C=C ?
Calculate the Gastrointestinal absorption of the smiles: CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3 ?
Calculate the Gastrointestinal absorption of the smiles: CN=C=S ?
Calculate the Molecular Weight of the smiles: CCCC(=O)C
Calculate the Molecular Weight of the smiles: C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Calculate the Molecular Weight of the smiles: CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)C=CC(=O)O
Calculate the Molecular Weight of the smiles: C1=CC(=O)C=CC1=O
Calculate the Molecular Weight of the smiles: C(C(C(C(C=O)O)O)O)O
Calculate the Molecular Weight of the smiles: CN(C)NC(=O)CCC(=O)O
Calculate the Molecular Weight of the smiles: CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
Calculate the Molecular Weight of the smiles: CCCCCCC(=O)O
Calculate the Molecular Weight of the smiles: CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N
Calculate the Molecular Weight of the smiles: CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
Calculate the Molecular Weight of the smiles: C1=CC=C2C=CC=CC2=C1
Calculate the Molecular Weight of the smiles: CC(C)OC1=CC=CC=C1OC(=O)NC
Calculate the Molecular Weight of the smiles: C1CNCCN1
Calculate the Molecular Weight of the smiles: C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
Calculate the Molecular Weight of the smiles: CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
Calculate the Molecular Weight of the smiles: C1=CC(=CC=C1O)O
Calculate the Molecular Weight of the smiles: CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
Calculate the Molecular Weight of the smiles: C1N2CN3CN1CN(C2)C3
Calculate the Molecular Weight of the smiles: C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C.[Cl-].[Cl-]
Calculate the Molecular Weight of the smiles: C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl
Calculate the Molecular Weight of the smiles: CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
Calculate the Molecular Weight of the smiles: CN
Calculate the Molecular Weight of the smiles: CC(CC(C)(C)O)O
Calculate the Molecular Weight of the smiles: CCOP(=O)(OCC)OP(=O)(OCC)OCC
Calculate the Molecular Weight of the smiles: CCCC(C)C
Calculate the Molecular Weight of the smiles: CCOP(=S)(OCC)SCSC(C)(C)C
Calculate the Molecular Weight of the smiles: CCCCCCCCCCCCCC(=O)OC(C)C
Calculate the Molecular Weight of the smiles: COCCOCCO
Calculate the Molecular Weight of the smiles: CCCOC(=O)C
Calculate the Molecular Weight of the smiles: CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
Calculate the Molecular Weight of the smiles: C1=CC(=CC=C1C(=O)O)N
Calculate the Molecular Weight of the smiles: CCCCC(=O)O
Calculate the Molecular Weight of the smiles: CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
Calculate the Molecular Weight of the smiles: C(CC(=O)O)C(C(=O)O)N
Calculate the Molecular Weight of the smiles: CC(CC1=CC=CC=C1)NC
Calculate the Molecular Weight of the smiles: C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
Calculate the Molecular Weight of the smiles: C1C(C(C(C(O1)O)O)O)O
Calculate the Molecular Weight of the smiles: CC(C)(C)O
Calculate the Molecular Weight of the smiles: CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
Calculate the Molecular Weight of the smiles: CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C
Calculate the Molecular Weight of the smiles: CCCCCCCCCCCCO
Calculate the Molecular Weight of the smiles: CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC
Calculate the Molecular Weight of the smiles: CC(=NOCC1=CC=CC=C1C(=NOC)C(=O)OC)C2=CC(=CC=C2)C(F)(F)F
Calculate the Molecular Weight of the smiles: CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O
Calculate the Molecular Weight of the smiles: CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
Calculate the Molecular Weight of the smiles: C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
Calculate the Molecular Weight of the smiles: C1=NC2=C(N1)C(=S)N=CN2
Calculate the Molecular Weight of the smiles: C(COCCO)O
Calculate the Molecular Weight of the smiles: C(C(C(=O)O)O)(C(=O)O)O
Calculate the Molecular Weight of the smiles: COP(=O)(OC)OC(=CCl)C1=CC(=C(C=C1Cl)Cl)Cl
Calculate the Molecular Weight of the smiles: CC(C)(C)C1=C(C=CC(=C1)OC)O
Calculate the Molecular Weight of the smiles: CC(C)(C=NOC(=O)NC)SC
Calculate the Molecular Weight of the smiles: CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO
Calculate the Molecular Weight of the smiles: CC1=CC(=CC=C1)O
Calculate the Molecular Weight of the smiles: CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl
Calculate the Molecular Weight of the smiles: CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
Calculate the Molecular Weight of the smiles: CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
Calculate the Molecular Weight of the smiles: CCC(C)C
Calculate the Molecular Weight of the smiles: CC(C)(C)C1=C(C=CC(=C1)O)O
Calculate the Molecular Weight of the smiles: C1=CC=C2C(=C1)C=CC(=O)O2
Calculate the Molecular Weight of the smiles: C(C(Cl)(Cl)Cl)(O)O
Calculate the Molecular Weight of the smiles: CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
Calculate the Molecular Weight of the smiles: C(Cl)Cl
Calculate the Molecular Weight of the smiles: CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)OC(=O)C)O)C)C)OC)O
Calculate the Molecular Weight of the smiles: C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
Calculate the Molecular Weight of the smiles: CCCCC
Calculate the Molecular Weight of the smiles: CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
Calculate the Molecular Weight of the smiles: CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)C2=CC=CC=C2
Calculate the Molecular Weight of the smiles: C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)Cl
Calculate the Molecular Weight of the smiles: C(C1C(C(C(C(O1)O)N)O)O)O
Calculate the Molecular Weight of the smiles: CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
Calculate the Molecular Weight of the smiles: CC(=CCCC(=CCOC(=O)C)C)C
Calculate the Molecular Weight of the smiles: CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
Calculate the Molecular Weight of the smiles: CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
Calculate the Molecular Weight of the smiles: CC1=C(C=C(C=C1)C(C)C)O
Calculate the Molecular Weight of the smiles: C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
Calculate the Molecular Weight of the smiles: C=CC=O
Calculate the Molecular Weight of the smiles: C1=CC=C(C(=C1)C(=O)N)O
Calculate the Molecular Weight of the smiles: C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
Calculate the Molecular Weight of the smiles: C1=CC(=CC=C1N)S(=O)(=O)O
Calculate the Molecular Weight of the smiles: CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co]
Calculate the Molecular Weight of the smiles: C1CCC(=O)C1
Calculate the Molecular Weight of the smiles: C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
Calculate the Molecular Weight of the smiles: C([N+](=O)[O-])(Cl)(Cl)Cl
Calculate the Molecular Weight of the smiles: C=CF
Calculate the Molecular Weight of the smiles: CN1CN(C(=S)SC1)C
Calculate the Molecular Weight of the smiles: CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Calculate the Molecular Weight of the smiles: CC1(C2CCC1(C(C2)O)C)C
Calculate the Molecular Weight of the smiles: CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
Calculate the Molecular Weight of the smiles: CC(C)CCCC(C)CCCC(C)CCCC(C)C
Calculate the Molecular Weight of the smiles: CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
Calculate the Molecular Weight of the smiles: CN1C(=O)C=C(S1)Cl
Calculate the Molecular Weight of the smiles: C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3
Calculate the Molecular Weight of the smiles: C1CNC(=S)N1
Calculate the Molecular Weight of the smiles: C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
Calculate the Molecular Weight of the smiles: CCCCCOC(=O)C
Calculate the Molecular Weight of the smiles: C(CBr)Br
Calculate the Molecular Weight of the smiles: CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
Calculate the Molecular Weight of the smiles: COC(=O)C1=CC=CC=C1C(=O)OC
Calculate the Molecular Weight of the smiles: CCOC(=O)NCCOC1=CC=C(C=C1)OC2=CC=CC=C2
Calculate the Molecular Weight of the smiles: CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)NC2=CC=CC=C2
Calculate the Molecular Weight of the smiles: C1=CC2=C(C=CO2)C3=C1C=CC(=O)O3
Calculate the Molecular Weight of the smiles: C(=CC(=O)O)C(=O)O
Calculate the Molecular Weight of the smiles: C(CC=O)CC=O
Calculate the Molecular Weight of the smiles: C(CCC(=O)O)CC(=O)O
Calculate the Molecular Weight of the smiles: C(CN)N
Calculate the Molecular Weight of the smiles: CCOCC
Calculate the Molecular Weight of the smiles: COC(=O)NC1=NC2=CC=CC=C2N1
Calculate the Molecular Weight of the smiles: CCCCCCCCCCO
Calculate the Molecular Weight of the smiles: CC(C)(C(Cl)(Cl)Cl)O
Calculate the Molecular Weight of the smiles: CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
Calculate the Molecular Weight of the smiles: CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C
Calculate the Molecular Weight of the smiles: C(Cl)(Cl)(Cl)Cl
Calculate the Molecular Weight of the smiles: CCCCC1=CC=CC=C1
Calculate the Molecular Weight of the smiles: CSCCC(C(=O)O)N
Calculate the Molecular Weight of the smiles: CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
Calculate the Molecular Weight of the smiles: CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32
Calculate the Molecular Weight of the smiles: C1=CC(=CC=C1CC2=CC=C(C=C2)N=C=O)N=C=O
Calculate the Molecular Weight of the smiles: COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl
Calculate the Molecular Weight of the smiles: CC1=CC(=CC=C1)C
Calculate the Molecular Weight of the smiles: C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
Calculate the Molecular Weight of the smiles: C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
Calculate the Molecular Weight of the smiles: C(C(Cl)Cl)(Cl)Cl
Calculate the Molecular Weight of the smiles: CC(CCO)(CC(=O)O)O
Calculate the Molecular Weight of the smiles: CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
Calculate the Molecular Weight of the smiles: C(=O)(O)[O-].[Na+]
Calculate the Molecular Weight of the smiles: CC(C)C12CCC(O1)(CC2)C
Calculate the Molecular Weight of the smiles: CC(=O)[O-].[NH4+]
Calculate the Molecular Weight of the smiles: CC(C)C(C(=O)O)N
Calculate the Molecular Weight of the smiles: CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl
Calculate the Molecular Weight of the smiles: CCCCCCCCCCCCCC
Calculate the Molecular Weight of the smiles: C(C(=O)CO)O
Calculate the Molecular Weight of the smiles: CN1CCCC1=O
Calculate the Molecular Weight of the smiles: CCN(CC)C(=O)C1=CC=CC(=C1)C
Calculate the Molecular Weight of the smiles: C1=C(C=C(C(=C1Cl)O)Cl)Cl
Calculate the Molecular Weight of the smiles: CC(C1=CC=CC=C1)OC(=O)C=C(C)OP(=O)(OC)OC
Calculate the Molecular Weight of the smiles: CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
Calculate the Molecular Weight of the smiles: CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
Calculate the Molecular Weight of the smiles: CCOC=O
Calculate the Molecular Weight of the smiles: C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O
Calculate the Molecular Weight of the smiles: CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
Calculate the Molecular Weight of the smiles: C1=CC=C(C=C1)C(=O)[O-].[Na+]
Calculate the Molecular Weight of the smiles: C=CC(=O)O
Calculate the Molecular Weight of the smiles: CC(=O)CCC1=CC=C(C=C1)O
Calculate the Molecular Weight of the smiles: COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O
Calculate the Molecular Weight of the smiles: COP(=O)(C(C(Cl)(Cl)Cl)O)OC
Calculate the Molecular Weight of the smiles: C(C(C(=O)O)N)O
Calculate the Molecular Weight of the smiles: CSC
Calculate the Molecular Weight of the smiles: CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
